Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL ESTRECHO
Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,PUTUMAYO
Latitud :,2°26'47.94'',Longitud :,72°39'51.61'',Altitud :,110 msnm.
Tipo :,CO - Meteorológica,Código :,102006
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-11-01,35.4,22.4,92.6,17.8
2025-11-02,34.4,22,92.5,9.9
2025-11-03,33.2,22.2,92.6,0.3
2025-11-04,35.2,22.4,94.9,27.2
2025-11-05,35,22.2,89.9,0.8
2025-11-06,33.4,21.8,92.8,0.9
2025-11-07,32.6,22,96.8,2.5
2025-11-08,34.8,23,89.8,13.5
2025-11-09,31.8,21,S/D,41.7
2025-11-10,30.4,S/D,98.4,2.9
2025-11-11,34.2,21.6,91.2,2.6
2025-11-12,32.8,21.8,93.3,6.8
2025-11-13,35.2,22.8,90.5,0.0
2025-11-14,30.2,21.6,S/D,8.0
2025-11-15,29,20,S/D,0.0
2025-11-16,31.8,23,S/D,2.2
2025-11-17,33.2,23.8,94.8,0.3
2025-11-18,34.2,22.8,91.8,30.0
2025-11-19,32.6,23.2,92.4,0.0
2025-11-20,34.4,23.6,90.8,0.0
2025-11-21,36.2,22.2,90.6,2.0
2025-11-22,32.6,22.2,95.3,36.8
2025-11-23,30.2,22,96.5,36.2
2025-11-24,32.6,21,93.4,5.5
2025-11-25,31.8,23.4,93.7,0.6
2025-11-26,32.8,23.6,92.4,0.8
2025-11-27,29.2,S/D,97.9,9.5
2025-11-28,31.6,22.4,S/D,0.0
2025-11-29,34.8,22.2,83.9,0.0
2025-11-30,35.2,23.2,S/D,0.0
