Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL ESTRECHO
Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,PUTUMAYO
Latitud :,2°26'47.94'',Longitud :,72°39'51.61'',Altitud :,110 msnm.
Tipo :,CO - Meteorológica,Código :,102006
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-06-01,29.6,S/D,91.0,0.0
2022-06-02,34.2,S/D,92.0,0.4
2022-06-03,33.4,S/D,89.1,4.5
2022-06-04,32.6,S/D,89.2,0.0
2022-06-05,34,S/D,90.0,12.3
2022-06-06,33.2,S/D,90.8,4.0
2022-06-07,31.4,S/D,91.6,3.8
2022-06-08,36.6,S/D,90.9,18.5
2022-06-09,35,S/D,94.3,1.0
2022-06-10,33.2,S/D,88.2,25.3
2022-06-11,29.6,S/D,90.5,0.0
2022-06-12,27.4,S/D,93.1,0.0
2022-06-13,28.4,S/D,S/D,0.0
2022-06-14,29.6,S/D,92.7,0.0
2022-06-15,30.4,S/D,94.4,0.0
2022-06-16,32.6,S/D,92.7,0.3
2022-06-17,34.2,S/D,94.3,0.0
2022-06-18,33.4,S/D,94.8,15.8
2022-06-19,34.4,S/D,94.3,5.0
2022-06-20,31.6,S/D,S/D,12.5
2022-06-21,33.4,S/D,91.6,16.8
2022-06-22,31.2,S/D,90.4,20.0
2022-06-23,30.8,S/D,86.6,8.2
2022-06-24,25.6,S/D,93.1,70.0
2022-06-25,31.2,S/D,90.1,9.4
2022-06-26,29.8,S/D,88.5,0.0
2022-06-27,32.8,S/D,S/D,4.0
2022-06-28,33.2,S/D,93.8,0.0
2022-06-29,33.8,S/D,93.0,37.2
2022-06-30,32.4,S/D,S/D,0.0
