Estación : PUERTO ESPERANZA
Departamento :,UCAYALI,Provincia :,PURUS,Distrito :,PURUS
Latitud :,9°46'14.98'',Longitud :,70°42'23.97'',Altitud :,237 msnm.
Tipo :,EMA - Meteorológica,Código :,47E87066
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/12/01,00:00,24.6,0.0,100,134,0.5
2024/12/01,01:00,24.1,0.0,100,115,0.3
2024/12/01,02:00,23.7,0.0,100,136,0.2
2024/12/01,03:00,23.5,0.0,100,87,0.6
2024/12/01,04:00,23.3,0.0,100,99,0.4
2024/12/01,05:00,23.1,0.0,100,95,0.2
2024/12/01,06:00,22.9,0.0,100,165,0.1
2024/12/01,07:00,23.0,0.0,100,132,0.1
2024/12/01,08:00,24.9,0.0,98,275,0.6
2024/12/01,09:00,27.4,0.0,88,312,0.9
2024/12/01,10:00,29.2,0.0,82,334,2.5
2024/12/01,11:00,31.6,0.0,73,296,1.6
2024/12/01,12:00,32.6,0.0,69,309,2.7
2024/12/01,13:00,33.8,0.0,64,283,2.5
2024/12/01,14:00,34.5,0.0,60,299,1.6
2024/12/01,15:00,34.4,0.0,58,341,7.1
2024/12/01,16:00,30.1,0.0,69,343,1.1
2024/12/01,17:00,29.3,0.0,73,14,1.2
2024/12/01,18:00,30.9,0.0,71,306,1.5
2024/12/01,19:00,29.2,0.0,78,51,0.9
2024/12/01,20:00,26.9,0.0,90,237,0.2
2024/12/01,21:00,25.7,0.0,96,114,0.4
2024/12/01,22:00,25.1,0.0,98,179,0.3
2024/12/01,23:00,24.6,0.0,99,157,0.0
2024/12/02,00:00,24.3,0.0,100,105,0.5
2024/12/02,01:00,24.0,0.0,100,74,0.0
2024/12/02,02:00,23.7,0.0,100,104,
