Estación : PUERTO ESPERANZA
Departamento :,UCAYALI,Provincia :,PURUS,Distrito :,PURUS
Latitud :,9°46'14.98'',Longitud :,70°42'23.97'',Altitud :,237 msnm.
Tipo :,EMA - Meteorológica,Código :,47E87066
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/10/01,00:00,24.6,0.0,96,83,0.0
2023/10/01,01:00,24.2,0.0,97,159,0.0
2023/10/01,02:00,23.8,0.0,98,186,0.3
2023/10/01,03:00,23.6,0.0,98,215,0.0
2023/10/01,04:00,23.4,0.0,99,102,0.0
2023/10/01,05:00,23.6,0.0,99,148,0.3
2023/10/01,06:00,23.7,0.0,99,79,1.2
2023/10/01,07:00,23.8,0.0,99,69,0.0
2023/10/01,08:00,25.3,0.0,96,67,1.6
2023/10/01,09:00,27.7,0.0,86,100,0.5
2023/10/01,10:00,30.8,0.0,73,117,1.2
2023/10/01,11:00,32.4,0.0,67,86,2.8
2023/10/01,12:00,33.1,0.0,62,44,3.4
2023/10/01,13:00,33.4,0.0,62,103,2.7
2023/10/01,14:00,34.0,0.0,57,84,2.7
2023/10/01,15:00,34.9,0.0,54,90,2.0
2023/10/01,16:00,28.9,11.5,77,288,4.8
2023/10/01,17:00,24.7,1.8,99,272,2.0
2023/10/01,18:00,24.8,0.0,98,39,2.2
2023/10/01,19:00,24.9,0.0,99,85,0.9
2023/10/01,20:00,24.8,0.0,99,165,0.5
2023/10/01,21:00,24.7,0.0,99,236,0.2
2023/10/01,22:00,24.6,0.0,99,259,0.7
2023/10/01,23:00,24.4,0.0,99,107,0.0
2023/10/02,00:00,24.2,0.0,99,92,0.1
2023/10/02,01:00,24.1,0.0,100,55,0.1
2023/10/02,02:00,23.9,0.1,100,231,2.0
2023/10/02,03:00,23.9,0.0,100,205,0.4
2023/10/02,04:00,23.7,0.0,100,230,0.3
2023/10/02,05:00,23.5,0.0,100,234,0.8
2023/10/02,06:00,23.5,0.0,100,335,0.7
2023/10/02,07:00,
