Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL MARONAL
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,CURIMANA
Latitud :,8°27'0'',Longitud :,75°5'48.5'',Altitud :,178 msnm.
Tipo :,CP - Meteorológica,Código :,108027
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-10-01,29.6,19.2,91.1,S/D
2022-10-02,31.2,19.8,89.9,S/D
2022-10-03,32.4,20.4,92.7,S/D
2022-10-04,33.2,21.2,90.9,S/D
2022-10-05,33,22,90.5,S/D
2022-10-06,34.6,22.4,89.9,S/D
2022-10-07,32.8,21.6,87.0,S/D
2022-10-08,34.2,22.4,84.6,S/D
2022-10-09,29.6,19.4,90.1,S/D
2022-10-10,28.4,18.2,90.3,S/D
2022-10-11,27.6,17.4,90.7,S/D
2022-10-12,29.8,18.2,87.4,S/D
2022-10-13,31.4,19.6,93.9,S/D
2022-10-14,32,20,88.9,S/D
2022-10-15,33,21.6,87.9,S/D
2022-10-16,34.2,22.2,85.8,S/D
2022-10-17,29.4,19,90.5,S/D
2022-10-18,30.2,19.4,90.3,S/D
2022-10-19,31.2,20,91.1,S/D
2022-10-20,32.6,21.2,85.7,S/D
2022-10-21,33,21.8,90.3,S/D
2022-10-22,34.4,22.2,89.0,S/D
2022-10-23,34.8,22.8,91.8,S/D
2022-10-24,33.6,22,89.4,S/D
2022-10-25,32,19.8,86.0,S/D
2022-10-26,29.6,19,90.5,S/D
2022-10-27,29.4,18.8,92.6,S/D
2022-10-28,31.8,19.6,91.2,S/D
2022-10-29,32.6,21.6,88.3,S/D
2022-10-30,33.2,22,89.7,S/D
2022-10-31,32.8,21,88.0,S/D
