Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL MARONAL
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,CURIMANA
Latitud :,8°27'0'',Longitud :,75°5'48.5'',Altitud :,178 msnm.
Tipo :,CP - Meteorológica,Código :,108027
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-03-01,27.6,17.8,94.4,S/D
2022-03-02,28.4,16.8,91.0,S/D
2022-03-03,29.8,18.6,89.9,S/D
2022-03-04,30.4,18.2,92.9,S/D
2022-03-05,31.6,19,89.2,S/D
2022-03-06,32.4,19.4,88.6,S/D
2022-03-07,32,20,90.3,S/D
2022-03-08,31.8,19.4,89.6,S/D
2022-03-09,32.4,20.6,90.1,S/D
2022-03-10,31,21.6,92.7,S/D
2022-03-11,29.6,19.2,90.8,S/D
2022-03-12,32.4,19.6,91.3,S/D
2022-03-13,31,20,92.2,S/D
2022-03-14,31.6,21.4,92.5,S/D
2022-03-15,33.2,21.8,93.6,S/D
2022-03-16,32.8,20.4,91.3,S/D
2022-03-17,27.6,18.6,95.0,S/D
2022-03-18,28.4,19,94.0,S/D
2022-03-19,26.8,17.6,89.1,S/D
2022-03-20,29.6,17,90.7,S/D
2022-03-21,31.4,16.8,89.5,S/D
2022-03-22,32,17.6,88.4,S/D
2022-03-23,28.6,18,92.6,S/D
2022-03-24,27.8,18.4,92.8,S/D
2022-03-25,28.6,18,88.9,S/D
2022-03-26,31,19.4,92.3,S/D
2022-03-27,32.8,19.2,91.0,S/D
2022-03-28,33,21,92.2,S/D
2022-03-29,32.8,21,87.4,S/D
2022-03-30,29.2,18.4,91.4,S/D
2022-03-31,27.6,17.6,94.5,S/D
