Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL MARONAL
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,CURIMANA
Latitud :,8°27'0'',Longitud :,75°5'48.5'',Altitud :,178 msnm.
Tipo :,CP - Meteorológica,Código :,108027
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2021-10-01,31.6,22.6,87.5,S/D
2021-10-02,32.6,21.6,87.4,S/D
2021-10-03,33.8,20.6,87.6,S/D
2021-10-04,34.2,21.4,88.4,S/D
2021-10-05,32.6,20.6,89.0,S/D
2021-10-06,32,20.4,86.2,S/D
2021-10-07,31.6,20.6,83.8,S/D
2021-10-08,31.4,21.2,90.7,S/D
2021-10-09,31.8,21.6,88.9,S/D
2021-10-10,33.4,19.6,87.5,S/D
2021-10-11,32.4,19.8,86.6,S/D
2021-10-12,30.8,18.6,89.7,S/D
2021-10-13,31.6,19.4,85.9,S/D
2021-10-14,32.4,19.8,91.6,S/D
2021-10-15,33.2,20.6,88.1,S/D
2021-10-16,33.4,20.8,85.6,S/D
2021-10-17,34.6,21.6,88.4,S/D
2021-10-18,33.8,21.4,85.1,S/D
2021-10-19,34.2,22.6,88.8,S/D
2021-10-20,35.2,21.8,91.7,S/D
2021-10-21,32.6,20.6,86.7,S/D
2021-10-22,31.6,19.6,87.9,S/D
2021-10-23,31.8,19.8,86.4,S/D
2021-10-24,32.4,19.4,87.1,S/D
2021-10-25,31.4,18.6,90.0,S/D
2021-10-26,31.8,20.6,87.3,S/D
2021-10-27,32.8,18.6,90.6,S/D
2021-10-28,30.4,18.8,93.0,S/D
2021-10-29,31.6,19.6,86.4,S/D
2021-10-30,31.4,19.4,89.0,S/D
2021-10-31,33.6,20.2,87.2,S/D
