Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL MARONAL
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,CURIMANA
Latitud :,8°27'0'',Longitud :,75°5'48.5'',Altitud :,178 msnm.
Tipo :,CP - Meteorológica,Código :,108027
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-12-01,34.2,22.8,91.0,S/D
2022-12-02,27.4,16.4,88.9,S/D
2022-12-03,26.8,17.8,95.1,S/D
2022-12-04,29.4,18.6,93.5,S/D
2022-12-05,30.6,19.2,90.1,S/D
2022-12-06,31.8,21.2,90.2,S/D
2022-12-07,32.4,22.4,88.9,S/D
2022-12-08,32.8,22.8,90.7,S/D
2022-12-09,30.4,19.6,88.6,S/D
2022-12-10,31.2,20.6,89.2,S/D
2022-12-11,33.6,22.8,87.4,S/D
2022-12-12,33.2,23,81.4,S/D
2022-12-13,34.8,23.4,90.7,S/D
2022-12-14,29.6,18.4,92.1,S/D
2022-12-15,28.6,17.6,88.7,S/D
2022-12-16,30.4,18.6,88.9,S/D
2022-12-17,32.6,19,87.8,S/D
2022-12-18,33.8,20.8,85.9,S/D
2022-12-19,31.2,18.4,89.1,S/D
2022-12-20,33.8,19.6,88.9,S/D
2022-12-21,34.6,22.8,93.3,S/D
2022-12-22,35.2,23.4,92.7,S/D
2022-12-23,29.2,17.8,90.4,S/D
2022-12-24,30.8,19.6,89.1,S/D
2022-12-25,32.6,20.4,90.8,S/D
2022-12-26,33.4,22.6,88.9,S/D
2022-12-27,34,22.8,88.7,S/D
2022-12-28,34.8,23,91.0,S/D
2022-12-29,33.8,21.6,89.0,S/D
2022-12-30,34.6,23.2,89.2,S/D
2022-12-31,35.2,23.4,91.3,S/D
