Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL MARONAL
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,CURIMANA
Latitud :,8°27'0'',Longitud :,75°5'48.5'',Altitud :,178 msnm.
Tipo :,CP - Meteorológica,Código :,108027
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-08-01,33.8,S/D,S/D,0.0
2025-08-02,34.8,S/D,S/D,0.0
2025-08-03,33.2,S/D,S/D,0.0
2025-08-04,34.2,S/D,S/D,0.0
2025-08-05,33.2,S/D,S/D,12.6
2025-08-06,31.4,S/D,S/D,0.0
2025-08-07,33,S/D,S/D,0.0
2025-08-08,34.6,S/D,S/D,34.0
2025-08-09,27.6,S/D,S/D,5.2
2025-08-10,29.8,S/D,S/D,0.0
2025-08-11,32.2,S/D,S/D,0.0
2025-08-12,33.6,S/D,S/D,0.0
2025-08-13,33.8,S/D,S/D,0.0
2025-08-14,28,S/D,S/D,5.3
2025-08-15,31,S/D,S/D,17.6
2025-08-16,33.6,S/D,S/D,0.0
2025-08-17,34.2,S/D,S/D,0.0
2025-08-18,34.4,S/D,S/D,0.0
2025-08-19,35,S/D,S/D,0.0
2025-08-20,35.8,S/D,S/D,0.0
2025-08-21,36.2,S/D,S/D,0.0
2025-08-22,36.2,S/D,S/D,0.0
2025-08-23,35.8,S/D,S/D,0.0
2025-08-24,34.8,S/D,S/D,0.0
2025-08-25,31.6,S/D,S/D,0.0
2025-08-26,29.8,S/D,S/D,0.0
2025-08-27,33.2,S/D,S/D,0.0
2025-08-28,34.8,S/D,S/D,0.0
2025-08-29,35.2,S/D,S/D,0.0
2025-08-30,35.6,S/D,S/D,0.0
2025-08-31,35.6,S/D,S/D,0.0
