Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL MARONAL
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,CURIMANA
Latitud :,8°27'0'',Longitud :,75°5'48.5'',Altitud :,178 msnm.
Tipo :,CP - Meteorológica,Código :,108027
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-01-01,34.8,22.4,89.9,S/D
2023-01-02,35.2,23.6,91.2,S/D
2023-01-03,35.6,23.8,91.6,S/D
2023-01-04,35,22.8,91.4,S/D
2023-01-05,35.6,23.4,92.1,S/D
2023-01-06,25.4,16,87.2,S/D
2023-01-07,26.6,16.2,91.2,S/D
2023-01-08,27.8,17.8,92.0,S/D
2023-01-09,29.8,18.6,86.3,S/D
2023-01-10,31.6,19.4,89.5,S/D
2023-01-11,32.4,20.2,90.0,S/D
2023-01-12,24.6,15.8,92.9,S/D
2023-01-13,27.8,18.2,87.7,S/D
2023-01-14,25.4,16.2,93.2,S/D
2023-01-15,27.4,17.4,93.3,S/D
2023-01-16,28.2,18,89.8,S/D
2023-01-17,30.6,19.4,86.2,S/D
2023-01-18,32.8,20.6,88.1,S/D
2023-01-19,27.8,17.2,91.7,S/D
2023-01-20,26.8,16.6,91.6,S/D
2023-01-21,26,16.2,90.9,S/D
2023-01-22,28.2,19.4,91.9,S/D
2023-01-23,29.6,19.8,90.5,S/D
2023-01-24,30.4,20.2,89.7,S/D
2023-01-25,32.8,21.4,88.3,S/D
2023-01-26,33.4,22.6,88.4,S/D
2023-01-27,34.8,22.8,88.1,S/D
2023-01-28,35.2,23.4,90.4,S/D
2023-01-29,34.6,23.8,86.8,S/D
2023-01-30,33.4,22,89.4,S/D
2023-01-31,34.2,22.6,86.8,S/D
