Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL MARONAL
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,CURIMANA
Latitud :,8°27'0'',Longitud :,75°5'48.5'',Altitud :,178 msnm.
Tipo :,CP - Meteorológica,Código :,108027
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-02-01,31.2,19.4,87.8,S/D
2023-02-02,29.4,17.6,92.6,S/D
2023-02-03,30.2,18.6,91.1,S/D
2023-02-04,32.4,19.6,88.6,S/D
2023-02-05,33.2,20.4,92.7,S/D
2023-02-06,34.4,21.2,92.2,S/D
2023-02-07,28.6,16.8,91.7,S/D
2023-02-08,29,18.2,93.0,S/D
2023-02-09,31.4,19,91.3,S/D
2023-02-10,32.2,19.6,89.2,S/D
2023-02-11,30.2,19.8,90.5,S/D
2023-02-12,27.8,16.6,92.2,S/D
2023-02-13,30.8,18.2,92.2,S/D
2023-02-14,32.4,19.6,88.8,S/D
2023-02-15,32.8,19.8,91.1,S/D
2023-02-16,33.6,20.4,90.4,S/D
2023-02-17,34.2,21,91.9,S/D
2023-02-18,34.8,21.6,92.0,S/D
2023-02-19,32.4,20.2,87.6,S/D
2023-02-20,32.8,19.6,86.6,S/D
2023-02-21,33.2,19.8,88.9,S/D
2023-02-22,34,20.6,92.6,S/D
2023-02-23,34.4,20.8,92.6,S/D
2023-02-24,28.4,17.8,92.7,S/D
2023-02-25,29.6,18.4,90.0,S/D
2023-02-26,31.2,19,91.8,S/D
2023-02-27,30.6,18,89.5,S/D
2023-02-28,31.8,18.4,87.8,S/D
