Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL MARONAL
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,CURIMANA
Latitud :,8°27'0'',Longitud :,75°5'48.5'',Altitud :,178 msnm.
Tipo :,CP - Meteorológica,Código :,108027
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-04-01,28.6,16.2,88.6,S/D
2022-04-02,27.8,17.8,94.4,S/D
2022-04-03,29.6,18.2,93.1,S/D
2022-04-04,30,19.2,90.6,S/D
2022-04-05,27.8,17.4,93.9,S/D
2022-04-06,29.6,18.2,91.6,S/D
2022-04-07,31.8,19.6,91.1,S/D
2022-04-08,32.4,20.4,90.5,S/D
2022-04-09,33.2,21.6,94.1,S/D
2022-04-10,34,22.4,91.8,S/D
2022-04-11,28.6,18.2,91.3,S/D
2022-04-12,28.4,18.8,95.2,S/D
2022-04-13,30.8,19.2,90.2,S/D
2022-04-14,31,20,87.7,S/D
2022-04-15,32.4,21.2,88.3,S/D
2022-04-16,33,21.8,90.7,S/D
2022-04-17,33.6,22.2,92.8,S/D
2022-04-18,34.2,23,90.4,S/D
2022-04-19,34.6,22.8,90.7,S/D
2022-04-20,35.2,23.2,94.6,S/D
2022-04-21,29.6,18.8,91.4,S/D
2022-04-22,30.4,20.4,90.7,S/D
2022-04-23,30.2,19.8,93.0,S/D
2022-04-24,33.4,21.8,92.0,S/D
2022-04-25,34.6,22.4,95.5,S/D
2022-04-26,27.8,17.6,92.9,S/D
2022-04-27,28.6,17.4,95.2,S/D
2022-04-28,29.6,18.8,89.1,S/D
2022-04-29,30.6,18.6,89.1,S/D
2022-04-30,27.6,18,93.8,S/D
