Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : SANTA ANA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,8°29'51.47'',Longitud :,75°33'45.86'',Altitud :,235 msnm.
Tipo :,EMA - Meteorológica,Código :,47E8568A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/01/01,00:00,24.8,0.0,99,355,0.0
2022/01/01,01:00,24.4,0.0,99,295,0.0
2022/01/01,02:00,24.0,0.0,99,268,0.0
2022/01/01,03:00,23.6,0.0,100,337,0.0
2022/01/01,04:00,23.3,0.0,100,322,0.0
2022/01/01,05:00,23.2,0.0,100,330,0.0
2022/01/01,06:00,23.1,0.0,100,303,0.0
2022/01/01,07:00,23.1,0.0,100,326,0.0
2022/01/01,08:00,23.4,0.0,100,296,0.0
2022/01/01,09:00,25.1,0.0,98,269,0.0
2022/01/01,10:00,26.8,0.0,86,20,0.0
2022/01/01,11:00,30.4,0.0,78,157,0.2
2022/01/01,12:00,31.9,0.0,77,116,0.4
2022/01/01,13:00,33.8,0.0,72,34,0.8
2022/01/01,14:00,34.6,0.0,68,30,0.9
2022/01/01,15:00,35.3,0.0,66,28,1.0
2022/01/01,16:00,35.7,0.0,65,31,0.6
2022/01/01,17:00,35.0,0.0,69,106,0.2
2022/01/01,18:00,32.9,0.0,75,344,0.0
2022/01/01,19:00,29.8,0.0,90,346,0.5
2022/01/01,20:00,27.7,0.0,88,359,0.0
2022/01/01,21:00,26.0,0.0,97,350,0.0
2022/01/01,22:00,25.3,0.0,99,355,0.0
2022/01/01,23:00,24.9,0.0,99,301,0.0
2022/01/02,00:00,24.5,0.0,99,312,0.0
2022/01/02,01:00,24.2,0.0,99,329,0.0
2022/01/02,02:00,23.9,0.0,100,306,0.0
2022/01/02,03:00,23.7,0.0,100,322,0.0
2022/01/02,04:00,23.7,0.0,100,319,0.0
2022/01/02,05:00,23.5,0.0,100,296,0.0
2022/01/02,06:00,23.4,0.0,100,27,0.0
2022/01/02,07:00,23.2,0.0,100,285,0.0
2022/01/02,08:00,23.6,0.0,100,274,0.1
2022/01/02,09:00,25.0,0.0,99,115,0.0
2022/01/02,10:00,26.1,0.0,88,102,0.0
2022/01/02,11:00,30.1,0.0,77,122,0.3
2022/01/02,12:00,33.6,0.0,68,60,0.9
2022/01/02,13:00,35.1,0.0,63,96,0.4
2022/01/02,14:00,36.1,0.0,61,326,0.8
2022/01/02,15:00,35.1,0.0,69,255,0.0
2022/01/02,16:00,34.7,0.0,72,286,0.0
2022/01/02,17:00,34.7,0.0,69,36,0.6
2022/01/02,18:00,31.8,0.0,82,5,0.3
2022/01/02,19:00,30.9,0.0,85,307,0.0
2022/01/02,20:00,28.8,0.0,95,319,0.0
2022/01/02,21:00,27.5,0.0,98,304,0.0
2022/01/02,22:00,26.7,0.0,97,356,0.0
2022/01/02,23:00,25.8,0.0,98,359,0.0
2022/01/03,00:00,25.3,0.0,99,334,0.0
2022/01/03,01:00,25.0,0.0,99,22,0.0
2022/01/03,02:00,24.7,0.0,99,5,0.0
2022/01/03,03:00,24.8,0.0,99,341,0.0
2022/01/03,04:00,24.7,0.0,99,109,0.0
2022/01/03,05:00,24.3,0.0,99,62,0.0
2022/01/03,06:00,23.8,0.0,100,338,0.0
2022/01/03,07:00,23.5,0.0,100,340,0.0
2022/01/03,08:00,23.9,0.0,100,111,0.0
2022/01/03,09:00,25.2,0.0,96,77,0.0
2022/01/03,10:00,26.2,0.0,87,86,0.2
2022/01/03,11:00,30.1,0.0,76,121,0.3
2022/01/03,12:00,32.2,0.0,73,36,0.6
2022/01/03,13:00,34.2,0.0,66,337,0.6
2022/01/03,14:00,34.7,0.0,67,343,0.1
2022/01/03,15:00,35.6,0.0,65,199,0.4
2022/01/03,16:00,33.9,0.0,74,254,0.1
2022/01/03,17:00,33.7,0.0,78,235,0.2
2022/01/03,18:00,32.7,0.0,77,31,0.0
2022/01/03,19:00,29.7,0.0,86,37,0.1
2022/01/03,20:00,27.5,0.0,97,348,0.0
2022/01/03,21:00,26.2,0.0,99,339,0.0
2022/01/03,22:00,25.6,0.0,99,297,0.0
2022/01/03,23:00,25.2,0.0,99,332,0.0
2022/01/04,00:00,24.7,0.0,99,309,0.0
2022/01/04,01:00,24.3,0.0,99,322,0.0
2022/01/04,02:00,24.0,0.0,100,264,0.0
2022/01/04,03:00,23.7,0.0,100,13,0.0
2022/01/04,04:00,23.8,0.0,100,318,0.0
2022/01/04,05:00,23.4,0.0,100,280,0.0
2022/01/04,06:00,22.9,0.0,100,321,0.0
2022/01/04,07:00,22.6,0.0,100,277,0.0
2022/01/04,08:00,23.0,0.0,100,48,0.0
2022/01/04,09:00,24.5,0.0,98,86,0.0
2022/01/04,10:00,25.5,0.0,88,181,0.2
2022/01/04,11:00,28.9,0.0,75,29,1.3
2022/01/04,12:00,31.6,0.0,68,51,1.2
2022/01/04,13:00,33.8,0.0,64,12,1.2
2022/01/04,14:00,34.9,0.0,59,30,1.1
2022/01/04,15:00,35.7,0.0,54,27,1.0
2022/01/04,16:00,36.1,0.0,52,26,1.2
2022/01/04,17:00,35.3,0.0,56,31,0.5
2022/01/04,18:00,32.0,0.0,77,357,0.0
2022/01/04,19:00,29.7,0.0,91,63,0.0
2022/01/04,20:00,27.7,0.0,92,110,0.0
2022/01/04,21:00,26.4,0.0,95,316,0.0
2022/01/04,22:00,26.1,0.0,97,73,0.0
2022/01/04,23:00,25.9,0.0,97,211,0.0
2022/01/05,00:00,25.3,0.0,97,319,0.0
2022/01/05,01:00,24.5,0.0,99,58,0.0
2022/01/05,02:00,24.0,0.0,99,263,0.0
2022/01/05,03:00,23.6,0.0,99,264,0.0
2022/01/05,04:00,23.4,0.0,100,269,0.0
2022/01/05,05:00,23.2,0.0,100,250,0.0
2022/01/05,06:00,22.9,0.0,100,272,0.0
2022/01/05,07:00,22.7,0.0,100,233,0.0
2022/01/05,08:00,23.3,0.0,100,205,0.0
2022/01/05,09:00,24.2,0.0,97,257,0.0
2022/01/05,10:00,25.3,0.0,90,139,0.1
2022/01/05,11:00,28.4,0.0,78,114,0.3
2022/01/05,12:00,32.0,0.0,68,53,0.2
2022/01/05,13:00,34.2,0.0,66,318,0.6
2022/01/05,14:00,35.0,0.0,61,16,1.0
2022/01/05,15:00,35.6,0.0,54,34,1.2
2022/01/05,16:00,36.0,0.0,50,39,1.0
2022/01/05,17:00,35.9,0.0,55,29,0.5
2022/01/05,18:00,32.8,0.0,72,326,0.0
2022/01/05,19:00,29.6,0.0,90,321,0.0
2022/01/05,20:00,28.0,0.0,95,314,0.0
2022/01/05,21:00,27.3,0.0,97,13,0.0
2022/01/05,22:00,27.0,0.0,98,320,0.0
2022/01/05,23:00,26.6,0.0,98,322,0.0
2022/01/06,00:00,26.2,0.0,98,176,0.0
2022/01/06,01:00,26.0,0.0,99,21,0.0
2022/01/06,02:00,25.7,0.0,99,355,0.0
2022/01/06,03:00,25.5,0.0,99,216,0.0
2022/01/06,04:00,25.2,0.0,99,272,0.0
2022/01/06,05:00,24.8,0.0,99,272,0.0
2022/01/06,06:00,24.2,0.0,99,323,0.0
2022/01/06,07:00,24.0,0.0,100,317,0.0
2022/01/06,08:00,24.1,0.0,99,335,0.0
2022/01/06,09:00,25.1,0.0,97,169,0.0
2022/01/06,10:00,26.2,0.0,91,184,0.0
2022/01/06,11:00,26.7,0.0,90,145,0.0
2022/01/06,12:00,29.0,0.0,80,170,0.1
2022/01/06,13:00,32.3,0.0,71,106,0.4
2022/01/06,14:00,33.5,0.0,68,76,0.5
2022/01/06,15:00,35.1,0.0,63,104,0.3
2022/01/06,16:00,34.6,0.0,66,139,0.0
2022/01/06,17:00,32.5,0.0,78,338,0.1
