Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CONTAMANA
Departamento :,LORETO,Provincia :,UCAYALI,Distrito :,CONTAMANA
Latitud :,7°21'9.14'',Longitud :,75°0'22.75'',Altitud :,185 msnm.
Tipo :,EAMA - Meteorológica,Código :,47287402
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/05/01,00:00,24.1,S/D,98,S/D,0.0
2025/05/01,01:00,24.3,S/D,99,S/D,0.0
2025/05/01,02:00,23.9,S/D,98,S/D,2.1
2025/05/01,03:00,23.4,S/D,98,S/D,0.0
2025/05/01,04:00,23.6,S/D,98,S/D,0.0
2025/05/01,05:00,23.7,S/D,98,S/D,0.0
2025/05/01,06:00,23.8,S/D,99,S/D,0.6
2025/05/01,07:00,24.0,S/D,99,S/D,0.6
2025/05/01,08:00,24.0,S/D,99,S/D,7.2
2025/05/01,09:00,24.2,S/D,99,S/D,3.0
2025/05/01,10:00,24.2,S/D,99,S/D,2.1
2025/05/01,11:00,25.4,S/D,98,S/D,0.6
2025/05/01,12:00,26.0,S/D,89,S/D,0.0
2025/05/01,13:00,27.9,S/D,79,S/D,0.0
2025/05/01,14:00,25.2,S/D,87,S/D,0.0
2025/05/01,15:00,24.5,S/D,93,S/D,0.0
2025/05/01,16:00,24.4,S/D,95,S/D,0.3
2025/05/01,17:00,23.7,S/D,95,S/D,0.0
2025/05/01,18:00,23.9,S/D,94,S/D,0.0
2025/05/01,19:00,24.2,S/D,91,S/D,0.0
2025/05/01,20:00,24.1,S/D,94,S/D,0.0
2025/05/01,21:00,23.8,S/D,95,S/D,0.0
2025/05/01,22:00,23.9,S/D,97,S/D,0.0
2025/05/01,23:00,23.7,S/D,98,S/D,0.0
2025/05/02,00:00,23.2,S/D,99,S/D,0.0
2025/05/02,01:00,23.0,S/D,99,S/D,0.0
2025/05/02,02:00,23.2,S/D,100,S/D,0.0
2025/05/02,03:00,23.8,S/D,100,S/D,0.0
2025/05/02,04:00,23.7,S/D,100,S/D,0.0
2025/05/02,05:00,23.5,S/D,100,S/D,0.0
2025/05/02,06:00,23.2,S/D,100,S/D,0.0
