Estación : CORRAL QUEMADO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,CUMBA
Latitud :,5°45'16.6'',Longitud :,78°41'31.5'',Altitud :,427 msnm.
Tipo :,EHA - Hidrológica,Código :,472B607A
2024/11/03,14:00,8.80,0.0
2024/11/03,15:00,8.80,0.0
2024/11/03,16:00,8.80,0.0
2024/11/03,17:00,8.80,0.0
2024/11/03,18:00,8.80,0.0
2024/11/03,19:00,8.79,0.0
2024/11/03,20:00,8.79,0.0
2024/11/03,21:00,8.80,0.0
2024/11/03,22:00,8.80,0.0
2024/11/03,23:00,8.80,0.0
2024/11/04,00:00,8.81,0.0
2024/11/04,01:00,8.81,0.0
2024/11/04,02:00,8.81,0.0
2024/11/04,03:00,8.81,0.0
2024/11/04,04:00,8.81,0.0
2024/11/04,05:00,8.80,0.0
2024/11/04,06:00,8.79,0.0
2024/11/04,07:00,8.80,0.0
2024/11/04,08:00,8.80,0.0
2024/11/04,09:00,8.82,0.0
2024/11/04,10:00,8.82,0.0
2024/11/04,11:00,8.83,0.0
2024/11/04,12:00,8.83,0.0
2024/11/04,13:00,8.83,0.0
2024/11/04,14:00,8.81,0.0
2024/11/04,15:00,8.82,0.0
2024/11/04,16:00,8.80,0.0
2024/11/04,17:00,8.78,0.0
2024/11/04,18:00,8.78,0.0
2024/11/04,19:00,8.77,0.0
2024/11/04,20:00,8.77,0.0
2024/11/04,21:00,8.77,0.0
2024/11/04,22:00,8.77,0.2
2024/11/04,23:00,8.76,0.1
2024/11/05,00:00,8.76,0.0
2024/11/05,01:00,8.77,0.0
2024/11/05,02:00,8.78,0.2
2024/11/05,03:00,8.82,0.1
2024/11/05,04:00,8.85,0.0
2024/11/05,05:00,8.87,0.0
2024/11/05,06:00,8.88,0.0
2024/11/05,07:00,8.89,0.0
2024/11/05,08:00,8.90,0.0
2024/11/05,09:00,8.91,0.0
2024/11/05,10:00,8.92,0.0
2024/11/05,11:00,8.93,0.0
2024/11/05,12:00,8.93,0.0
2024/11/05,13:00,8.93,0.0
2024/11/05,14:00,8.92,0.0
2024/11/05,15:00,8.92,0.0
2024/11/05,16:00,8.91,0.0
2024/11/05,17:00,8.90,0.0
2024/11/05,18:00,8.90,0.0
2024/11/05,19:00,8.90,0.0
2024/11/05,20:00,8.91,0.0
2024/11/05,21:00,8.91,0.0
2024/11/05,22:00,8.92,0.0
2024/11/05,23:00,8.93,0.0
2024/11/06,00:00,8.96,0.0
2024/11/06,01:00,9.01,0.0
2024/11/06,02:00,9.06,0.0
2024/11/06,03:00,9.10,0.0
2024/11/06,04:00,9.12,0.0
2024/11/06,05:00,9.13,0.0
2024/11/06,06:00,9.14,0.0
2024/11/06,07:00,9.16,0.0
2024/11/06,08:00,9.17,0.0
2024/11/06,09:00,9.18,0.0
2024/11/06,10:00,9.20,0.0
2024/11/06,11:00,9.20,0.0
2024/11/06,12:00,9.20,0.0
2024/11/06,13:00,9.20,0.0
2024/11/06,14:00,9.19,0.0
2024/11/06,15:00,9.17,0.0
2024/11/06,16:00,9.15,0.0
2024/11/06,17:00,9.15,0.0
2024/11/06,18:00,9.13,0.0
2024/11/06,19:00,9.14,0.0
2024/11/06,20:00,9.14,0.0
2024/11/06,21:00,9.15,0.0
2024/11/06,22:00,9.16,0.0
2024/11/06,23:00,9.17,0.0
2024/11/07,00:00,9.17,3.2
2024/11/07,01:00,9.18,0.0
2024/11/07,02:00,9.18,0.0
2024/11/07,03:00,9.18,0.0
2024/11/07,04:00,9.18,0.0
2024/11/07,05:00,9.19,0.0
2024/11/07,06:00,9.18,0.0
2024/11/07,07:00,9.19,0.0
2024/11/07,08:00,9.19,0.0
2024/11/07,09:00,9.20,0.0
2024/11/07,10:00,9.22,0.1
2024/11/07,11:00,9.23,0.0
