Estación : CORRAL QUEMADO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,CUMBA
Latitud :,5°45'16.6'',Longitud :,78°41'31.5'',Altitud :,427 msnm.
Tipo :,EHA - Hidrológica,Código :,472B607A
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/03/01,00:00,9.60,0.0
2024/03/01,01:00,9.60,0.0
2024/03/01,02:00,9.61,0.0
2024/03/01,03:00,9.61,0.7
2024/03/01,04:00,9.64,0.1
2024/03/01,05:00,9.68,0.9
2024/03/01,06:00,9.72,0.0
2024/03/01,07:00,9.76,0.0
2024/03/01,08:00,9.79,0.0
2024/03/01,09:00,9.80,0.0
2024/03/01,10:00,9.84,0.1
2024/03/01,11:00,10.01,0.6
2024/03/01,12:00,10.33,4.2
2024/03/01,13:00,10.51,1.1
2024/03/01,14:00,10.65,0.1
2024/03/01,15:00,10.68,0.0
2024/03/01,16:00,10.76,0.0
2024/03/01,17:00,10.80,0.0
2024/03/01,18:00,10.79,0.0
2024/03/01,19:00,10.71,0.0
2024/03/01,20:00,10.68,0.0
2024/03/01,21:00,10.59,0.0
2024/03/01,22:00,10.53,0.0
2024/03/01,23:00,10.48,0.0
2024/03/02,00:00,10.44,0.0
2024/03/02,01:00,10.41,0.0
2024/03/02,02:00,10.40,0.0
2024/03/02,03:00,10.39,0.0
2024/03/02,04:00,10.38,0.0
2024/03/02,05:00,10.39,0.1
2024/03/02,06:00,10.40,0.0
2024/03/02,07:00,10.44,0.0
2024/03/02,08:00,10.50,0.0
2024/03/02,09:00,10.60,0.0
2024/03/02,10:00,10.62,0.0
2024/03/02,11:00,10.68,0.0
2024/03/02,12:00,10.75,0.0
2024/03/02,13:00,10.86,0.0
2024/03/02,14:00,10.95,0.0
2024/03/02,15:00,11.05,0.0
2024/03/02,16:00,11.14,0.0
2024/03/02,17:00,11.26,0.0
2024/03/02,18:00,11.34,0.0
2024/03/02,19:00,11.41,0.0
2024/03/02,20:00,11.45,0.0
2024/03/02,21:00,11.48,0.0
2024/03/02,22:00,11.52,0.0
2024/03/02,23:00,11.52,0.0
2024/03/03,00:00,11.56,0.0
2024/03/03,01:00,11.57,0.0
2024/03/03,02:00,11.58,0.0
2024/03/03,03:00,11.55,0.0
2024/03/03,04:00,11.57,0.0
2024/03/03,05:00,11.58,0.0
2024/03/03,06:00,11.60,0.0
2024/03/03,07:00,11.63,0.0
2024/03/03,08:00,11.67,0.0
2024/03/03,09:00,11.76,0.0
2024/03/03,10:00,11.82,0.0
2024/03/03,11:00,11.90,0.0
2024/03/03,12:00,11.97,0.0
2024/03/03,13:00,11.95,0.0
2024/03/03,14:00,11.93,0.0
2024/03/03,15:00,11.91,0.0
2024/03/03,16:00,11.89,0.0
2024/03/03,17:00,11.86,0.0
2024/03/03,18:00,11.83,0.0
2024/03/03,19:00,11.83,0.0
2024/03/03,20:00,11.82,0.0
2024/03/03,21:00,11.81,0.0
2024/03/03,22:00,11.81,0.0
2024/03/03,23:00,11.77,0.0
2024/03/04,00:00,11.77,0.0
2024/03/04,01:00,11.79,0.0
2024/03/04,02:00,11.77,0.0
2024/03/04,03:00,11.77,0.0
2024/03/04,04:00,11.78,0.0
2024/03/04,05:00,11.75,0.0
2024/03/04,06:00,11.77,0.2
2024/03/04,07:00,11.78,2.5
2024/03/04,08:00,11.82,1.1
2024/03/04,09:00,11.83,0.4
2024/03/04,10:00,11.85,0.0
2024/03/04,11:00,11.85,0.0
2024/03/04,12:00,11.84,0.0
2024/03/04,13:00,11.86,0.0
2024/03/04,14:00,11.88,0.0
2024/03/04,15:00,11.92
