Estación : CORRAL QUEMADO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,CUMBA
Latitud :,5°45'16.6'',Longitud :,78°41'31.5'',Altitud :,427 msnm.
Tipo :,EHA - Hidrológica,Código :,472B607A
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/02/01,00:00,10.36,0.0
2024/02/01,01:00,10.34,3.6
2024/02/01,02:00,10.35,1.3
2024/02/01,03:00,10.36,0.0
2024/02/01,04:00,10.36,0.2
2024/02/01,05:00,10.38,0.0
2024/02/01,06:00,10.39,0.0
2024/02/01,07:00,10.42,0.0
2024/02/01,08:00,10.47,0.0
2024/02/01,09:00,10.48,0.0
2024/02/01,10:00,10.52,0.0
2024/02/01,11:00,10.58,0.0
2024/02/01,12:00,10.58,0.0
2024/02/01,13:00,10.59,0.0
2024/02/01,14:00,10.58,0.0
2024/02/01,15:00,10.56,0.0
2024/02/01,16:00,10.54,0.0
2024/02/01,17:00,10.53,0.0
2024/02/01,18:00,10.51,0.0
2024/02/01,19:00,10.49,0.0
2024/02/01,20:00,10.46,0.0
2024/02/01,22:00,10.43,0.0
2024/02/01,23:00,10.44,0.0
2024/02/02,00:00,10.45,0.0
2024/02/02,01:00,10.44,0.0
2024/02/02,02:00,10.43,0.0
2024/02/02,03:00,10.42,0.0
2024/02/02,04:00,10.40,0.0
2024/02/02,05:00,10.40,0.0
2024/02/02,06:00,10.39,0.0
2024/02/02,07:00,10.40,0.0
2024/02/02,08:00,10.43,0.0
2024/02/02,09:00,10.45,0.0
2024/02/02,10:00,10.47,0.0
2024/02/02,11:00,10.51,0.0
2024/02/02,12:00,10.52,0.0
2024/02/02,13:00,10.56,0.0
2024/02/02,14:00,10.58,0.0
2024/02/02,15:00,10.60,0.0
2024/02/02,16:00,10.57,0.0
2024/02/02,17:00,10.59,0.0
2024/02/02,18:00,10.59,0.0
2024/02/02,19:00,10.58,0.0
2024/02/02,20:00,10.61,0.0
2024/02/02,21:00,10.62,0.0
2024/02/02,22:00,10.65,0.0
2024/02/02,23:00,10.67,0.0
2024/02/03,00:00,10.65,0.0
2024/02/03,01:00,10.66,4.0
2024/02/03,02:00,10.66,5.7
2024/02/03,03:00,10.69,0.0
2024/02/03,04:00,10.70,0.8
2024/02/03,05:00,10.72,0.1
2024/02/03,06:00,10.75,0.6
2024/02/03,07:00,10.81,0.0
2024/02/03,08:00,10.92,0.0
2024/02/03,09:00,11.01,0.0
2024/02/03,10:00,11.04,0.0
2024/02/03,11:00,11.13,0.0
2024/02/03,12:00,11.22,0.0
2024/02/03,13:00,11.22,0.0
2024/02/03,14:00,11.23,0.0
2024/02/03,15:00,11.24,0.0
2024/02/03,16:00,11.23,0.0
2024/02/03,17:00,11.25,0.0
2024/02/03,18:00,11.24,0.0
2024/02/03,19:00,11.24,0.0
2024/02/03,20:00,11.22,0.0
2024/02/03,21:00,11.20,0.0
2024/02/03,22:00,11.20,0.0
2024/02/03,23:00,11.17,0.0
2024/02/04,00:00,11.19,0.0
2024/02/04,01:00,11.18,0.0
2024/02/04,02:00,11.18,0.0
2024/02/04,03:00,11.15,0.0
2024/02/04,04:00,11.17,0.0
2024/02/04,05:00,11.18,0.0
2024/02/04,06:00,11.16,0.0
2024/02/04,07:00,11.15,0.0
2024/02/04,08:00,11.19,0.0
2024/02/04,09:00,11.15,0.0
2024/02/04,10:00,11.16,0.0
2024/02/04,11:00,11.17,0.0
2024/02/04,12:00,11.15,0.0
2024/02/04,13:00,11.12,0.0
2024/02/04,14:00,11.11,0.0
2024/02/04,15:00,11.10,0.0
2024/02/04,16:00,11.06,0.0
2024/02/04,17:00,11.04,0.0
2024/02/04,18:00,11.03,0.0
2024/02/04,19:00,11.01,0.0
2024/02/04,20:00,10.97,0.0
2024/02/04,21:00,10.96,0.0
2024/02/04,22:00,10.97,0.0
2024/02/04,23:00,10.96,0.0
2024/02/05,00:00,10.96,0.0
2024/02/05,01:00,10.95,0.0
2024/02/05,02:00,10.91,0.1
2024/02/05,03:00,10.93,0.0
2024/02/05,04:00,10.91,0.0
2024/02/05,05:00,10.92,0.0
2024/02/05,06:00,10.90,0.0
2024/02/05,07:00,10.87,0.0
2024/02/05,08:00,10.88,0.0
2024/02/05,09:00,10.86,0.0
2024/02/05,10:00,10.85,0.0
2024/02/05,11:00,10.85,0.0
2024/02/05,12:00,10.83,0.0
2024/02/05,13:00,10.82,0.0
2024/02/05,14:00,10.79,0.0
2024/02/05,15:00,10.79,0.0
2024/02/05,16:00,10.77,0.0
2024/02/05,17:00,10.78,0.0
2024/02/05,18:00,10.73,0.0
2024/02/05,19:00,10.72,0.0
2024/02/05,20:00,10.70,0.0
2024/02/05,21:00,10.67,0.0
2024/02/05,22:00,10.66,0.0
2024/02/05,23:00,10.64,0.0
2024/02/06,00:00,10.61,0.0
2024/02/06,01:00,10.61,0.0
2024/02/06,02:00,10.60,0.0
2024/02/06,03:00,10.58,0.0
2024/02/06,04:00,10.58,0.0
2024/02/06,05:00,10.56,0.0
2024/02/06,06:00,10.55,0.0
2024/02/06,07:00,10.56,0.0
2024/02/06,08:00,10.55,0.0
2024/02/06,09:00,10.60,0.0
2024/02/06,10:00,10.60,0.0
2024/02/06,11:00,10.61,0.0
2024/02/06,12:00,10.62,0.0
2024/02/06,13:00,10.64,0.0
2024/02/06,14:00,10.60,0.0
2024/02/06,15:00,10.60,0.0
2024/02/06,16:00,10.58,0.0
2024/02/06,17:00,10.57,0.0
2024/02/06,18:00,10.54,0.0
2024/02/06,19:00,10.54,0.0
2024/02/06,20:00,10.51,0.0
2024/02/06,21:00,10.50,0.0
2024/02/06,22:00,10.50,0.0
2024/02/06,23:00,10.48,0.0
2024/02/07,00:00,10.47,0.0
2024/02/07,01:00,10.47,0.0
2024/02/07,02:00,10.47,0.0
2024/02/07,03:00,10.46,0.0
2024/02/07,04:00,10.44,0.0
2024/02/07,05:00,10.43,0.0
2024/02/07,06:00,10.42,0.0
2024/02/07,07:00,10.40,0.0
2024/02/07,08:00,10.40,0.0
2024/02/07,09:00,10.39,0.0
2024/02/07,10:00,10.40,0.0
2024/02/07,11:00,10.39,0.0
2024/02/07,12:00,10.38,0.0
2024/02/07,13:00,10.37,0.0
2024/02/07,14:00,10.38,0.0
2024/02/07,15:00,10.37,0.0
2024/02/07,16:00,10.35,0.0
2024/02/07,17:00,10.34,0.0
2024/02/07,18:00,10.33,0.0
2024/02/07,19:00,10.31,0.0
2024/02/07,20:00,S/D,0.0
2024/02/07,21:00,10.28,0.0
2024/02/07,22:00,10.26,0.0
2024/02/07,23:00,10.25,0.0
2024/02/08,00:00,10.24,0.0
2024/02/08,01:00,10.23,0.0
2024/02/08,02:00,10.22,0.0
2024/02/08,03:00,10.22,0.0
2024/02/08,04:00,10.23,0.0
2024/02/08,05:00,10.21,0.0
2024/02/08,06:00,10.20,0.0
2024/02/08,07:00,10.19,0.0
2024/02/08,08:00,10.17,0.0
2024/02/08,09:00,10.18,0.0
2024/02/08,10:00,10.18,0.0
2024/02/08,11:00,10.21,0.0
2024/02/08,12:00,10.19,0.0
2024/02/08,13:00,10.20,0.0
2024/02/08,14:00,10.22,0.0
2024/02/08,15:00,10.22,0.0
2024/02/08,16:00,10.20,0.0
2024/02/08,17:00,10.19,0.0
2024/02/08,18:00,10.18,0.0
2024/02/08,19:00,10.19,0.0
2024/02/08,20:00,10.19,0.0
2024/02/08,21:00,S/D,0.0
2024/02/08,23:00,10.16,0.0
2024/02/09,00:00,S/D,0.0
2024/02/09,01:00,10.12,0.0
2024/02/09,02:00,10.12,0.0
2024/02/09,03:00,10.11,0.0
2024/02/09,04:00,10.11,0.0
2024/02/09,05:00,10.09,0.0
2024/02/09,06:00,10.09,0.0
2024/02/09,07:00,10.07,0.0
2024/02/09,08:00,10.08,0.0
2024/02/09,09:00,10.08,0.0
2024/02/09,10:00,10.07,0.0
2024/02/09,11:00,10.13,0.0
2024/02/09,12:00,10.12,0.0
2024/02/09,13:00,10.09,0.0
2024/02/09,14:00,10.10,0.0
2024/02/09,15:00,10.11,0.0
2024/02/09,16:00,10.10,0.0
2024/02/09,17:00,10.09,0.0
2024/02/09,18:00,10.05,0.0
2024/02/09,19:00,10.07,0.0
2024/02/09,20:00,10.02,0.0
2024/02/09,21:00,10.02,2.5
2024/02/09,22:00,10.00,0.3
2024/02/09,23:00,9.99,0.0
2024/02/10,00:00,9.99,0.1
2024/02/10,01:00,10.00,1.9
2024/02/10,02:00,10.00,0.0
2024/02/10,03:00,9.99,0.3
2024/02/10,04:00,10.01,0.0
2024/02/10,05:00,10.02,0.7
2024/02/10,06:00,10.06,11.5
2024/02/10,07:00,10.12,4.1
2024/02/10,08:00,10.19,0.1
2024/02/10,09:00,10.24,0.0
2024/02/10,10:00,10.23,0.0
2024/02/10,11:00,10.27,0.0
2024/02/10,12:00,10.28,0.0
2024/02/10,13:00,10.35,0.0
2024/02/10,14:00,10.36,0.0
2024/02/10,15:00,10.37,0.0
2024/02/10,16:00,10.37,0.0
2024/02/10,17:00,10.40,0.0
2024/02/10,18:00,10.46,0.0
2024/02/10,19:00,10.47,0.0
2024/02/10,20:00,10.42,0.0
2024/02/10,22:00,10.37,0.0
2024/02/10,23:00,10.33,0.0
2024/02/11,00:00,10.30,0.0
2024/02/11,01:00,10.28,0.0
2024/02/11,02:00,10.31,0.0
2024/02/11,03:00,10.30,0.0
2024/02/11,04:00,10.29,0.0
2024/02/11,05:00,10.27,0.0
2024/02/11,06:00,10.27,0.0
2024/02/11,07:00,10.27,0.0
2024/02/11,08:00,10.28,0.0
2024/02/11,09:00,10.30,0.0
2024/02/11,10:00,10.32,0.0
2024/02/11,11:00,10.35,0.0
2024/02/11,12:00,10.37,0.0
2024/02/11,13:00,10.39,0.0
2024/02/11,14:00,10.40,0.0
2024/02/11,15:00,10.40,0.0
2024/02/11,16:00,10.43,0.0
2024/02/11,17:00,10.41,0.0
2024/02/11,18:00,10.46,0.0
2024/02/11,19:00,10.43,0.0
2024/02/11,20:00,10.44,0.0
2024/02/11,22:00,10.44,0.0
2024/02/11,23:00,10.44,0.0
2024/02/12,00:00,10.42,0.0
2024/02/12,01:00,10.40,0.0
2024/02/12,02:00,10.39,0.0
2024/02/12,03:00,10.37,0.0
2024/02/12,04:00,10.35,0.0
2024/02/12,05:00,10.34,0.3
2024/02/12,06:00,10.33,0.0
2024/02/12,07:00,10.32,0.0
2024/02/12,08:00,10.29,0.0
2024/02/12,09:00,10.28,0.0
2024/02/12,10:00,10.27,0.0
