Estación : CORRAL QUEMADO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,CUMBA
Latitud :,5°45'16.6'',Longitud :,78°41'31.5'',Altitud :,427 msnm.
Tipo :,EHA - Hidrológica,Código :,472B607A
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2026/01/01,00:00,8.83,0.0
2026/01/01,01:00,8.82,0.0
2026/01/01,02:00,8.82,0.0
2026/01/01,03:00,8.80,0.7
2026/01/01,04:00,8.80,0.0
2026/01/01,05:00,8.80,0.0
2026/01/01,06:00,8.81,0.1
2026/01/01,07:00,8.81,0.8
2026/01/01,08:00,8.83,14.1
2026/01/01,09:00,8.84,0.4
2026/01/01,10:00,8.84,0.0
2026/01/01,11:00,8.84,0.1
2026/01/01,12:00,8.83,0.0
2026/01/01,13:00,8.84,0.4
2026/01/01,14:00,8.87,0.1
2026/01/01,15:00,8.90,0.1
2026/01/01,16:00,8.91,0.0
2026/01/01,17:00,8.90,0.0
2026/01/01,18:00,8.89,0.0
2026/01/01,19:00,8.88,0.0
2026/01/01,20:00,8.87,0.0
2026/01/01,21:00,8.87,0.0
2026/01/01,22:00,8.98,0.0
2026/01/01,23:00,9.02,0.0
2026/01/02,00:00,9.00,0.0
2026/01/02,01:00,8.99,0.0
2026/01/02,02:00,8.97,0.0
2026/01/02,03:00,8.96,0.0
2026/01/02,04:00,8.94,0.0
2026/01/02,05:00,8.94,0.0
2026/01/02,06:00,8.93,0.0
2026/01/02,07:00,8.91,0.0
2026/01/02,08:00,8.91,0.0
2026/01/02,09:00,8.98,0.0
2026/01/02,10:00,9.01,0.0
2026/01/02,11:00,9.01,0.0
2026/01/02,12:00,9.01,0.0
2026/01/02,13:00,9.01,0.0
2026/01/02,14:00,9.01,0.0
2026/01/02,15:00,9.00,0.0
2026/01/02,16:00,8.98,0.0
2026/01/02,17:00,8.99,0.0
2026/01/02,18:00,8.96,0.0
2026/01/02,19:00,8.98,0.0
2026/01/02,20:00,9.00,0.0
2026/01/02,21:00,8.99,0.0
2026/01/02,22:00,8.99,0.0
2026/01/02,23:00,9.00,0.0
2026/01/03,00:00,8.98,0.0
2026/01/03,01:00,8.99,0.7
2026/01/03,02:00,9.00,0.0
2026/01/03,03:00,8.98,0.0
2026/01/03,04:00,8.95,0.0
2026/01/03,05:00,8.93,0.1
2026/01/03,06:00,8.93,0.1
2026/01/03,07:00,8.96,0.0
2026/01/03,08:00,9.05,0.0
2026/01/03,09:00,9.08,0.0
2026/01/03,10:00,9.09,0.0
2026/01/03,11:00,9.07,0.0
2026/01/03,12:00,9.07,0.0
2026/01/03,13:00,9.09,0.0
2026/01/03,14:00,9.08,0.0
2026/01/03,15:00,9.05,0.0
2026/01/03,16:00,9.03,0.0
2026/01/03,17:00,9.01,0.0
2026/01/03,18:00,8.99,0.0
2026/01/03,19:00,8.98,0.0
2026/01/03,20:00,8.97,0.0
2026/01/03,21:00,8.97,0.0
2026/01/03,22:00,8.97,0.0
2026/01/03,23:00,8.96,0.0
2026/01/04,00:00,8.94,0.0
2026/01/04,01:00,8.95,0.0
2026/01/04,02:00,8.95,0.0
2026/01/04,03:00,8.95,0.0
2026/01/04,04:00,8.95,0.0
2026/01/04,05:00,8.94,0.0
2026/01/04,06:00,8.97,0.0
2026/01/04,07:00,8.98,0.0
2026/01/04,08:00,9.00,0.0
2026/01/04,09:00,9.01,0.0
2026/01/04,10:00,9.04,0.0
2026/01/04,11:00,9.05,0.0
2026/01/04,12:00,9.05,0.0
2026/01/04,13:00,9.07,0.0
2026/01/04,14:00,9.07,0.0
2026/01/04,15:00,9.07,0.0
2026/01/04,16:00,9.08,0.0
2026/01/04,17:00,9.07,0.0
2026/01/04,18:00,9.06,0.0
2026/01/04,19:00,9.09,0.0
2026/01/04,21:00,9.09,0.0
2026/01/04,22:00,9.10,0.0
2026/01/04,23:00,9.12,0.0
2026/01/05,00:00,9.13,0.0
2026/01/05,01:00,9.17,0.0
2026/01/05,02:00,9.18,0.0
2026/01/05,03:00,9.17,0.0
2026/01/05,04:00,9.18,0.0
2026/01/05,05:00,9.17,0.0
2026/01/05,06:00,9.17,0.0
2026/01/05,07:00,9.15,0.0
2026/01/05,08:00,9.14,0.0
