Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-06-01,1.950,1.800,1.550,1.400
2018-06-02,1.600,1.440,1.300,1.200
2018-06-03,3.300,3.600,3.700,5.000
2018-06-04,2.200,2.100,2.000,1.700
2018-06-05,1.500,1.300,1.200,1.100
