Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUERTO ALMENDRA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,SAN JUAN BAUTISTA
Latitud :,3°49'38.75'',Longitud :,73°22'38.68'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240302
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-10-01,4.02,4.02,4.02,4.02,4.02
2021-10-02,4.00,4.00,3.99,3.99,4.00
2021-10-03,3.98,3.98,3.98,3.97,3.98
2021-10-04,3.95,3.94,3.93,3.92,3.94
2021-10-05,3.90,3.89,3.87,3.86,3.88
2021-10-06,3.84,3.83,3.82,3.81,3.83
2021-10-07,3.78,3.77,3.76,3.75,3.77
2021-10-08,3.75,3.75,3.74,3.74,3.75
2021-10-09,3.71,3.71,3.72,3.73,3.72
2021-10-10,3.76,3.77,3.78,3.78,3.77
2021-10-11,3.80,3.80,3.82,3.82,3.81
2021-10-12,3.84,3.84,3.86,3.87,3.85
2021-10-13,3.90,3.91,3.92,3.92,3.91
2021-10-14,3.92,3.93,3.93,3.94,3.93
2021-10-15,3.96,3.96,3.95,3.93,3.95
2021-10-16,3.90,3.89,3.87,3.86,3.88
2021-10-17,3.84,3.84,3.85,3.87,3.85
2021-10-18,3.91,3.92,3.93,3.95,3.93
2021-10-19,3.95,3.96,3.96,3.96,3.96
2021-10-20,3.96,3.95,3.95,3.94,3.95
2021-10-21,3.93,3.93,3.92,3.92,3.93
2021-10-22,3.91,3.91,3.91,3.91,3.91
2021-10-23,3.90,3.90,3.90,3.90,3.90
2021-10-24,3.92,3.93,3.94,3.95,3.94
2021-10-25,3.97,3.98,3.99,4.01,3.99
2021-10-26,4.02,4.03,4.03,4.04,4.03
2021-10-27,4.06,4.06,4.07,4.08,4.07
2021-10-28,4.10,4.11,4.12,4.13,4.12
2021-10-29,4.17,4.18,4.20,4.21,4.19
2021-10-30,4.25,4.27,4.28,4.30,4.28
2021-10-31,4.34,4.35,4.37,4.40,4.37
