Estación : PEBAS
Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,PEBAS
Latitud :,3°19'4.48'',Longitud :,71°51'34.63'',Altitud :,101 msnm.
Tipo :,EAMA - Meteorológica,Código :,47288486
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2026/01/01,00:00,S/D,S/D,S/D,88,0.2
2026/01/01,01:00,S/D,S/D,S/D,2,0.5
2026/01/01,02:00,S/D,S/D,S/D,311,0.5
2026/01/01,03:00,S/D,S/D,S/D,283,0.9
2026/01/01,04:00,S/D,S/D,S/D,32,0.4
2026/01/01,05:00,S/D,S/D,S/D,204,0.0
2026/01/01,06:00,S/D,S/D,S/D,81,0.0
2026/01/01,07:00,S/D,S/D,S/D,326,0.2
2026/01/01,08:00,S/D,S/D,S/D,119,1.1
2026/01/01,09:00,S/D,S/D,S/D,277,0.5
2026/01/01,10:00,S/D,S/D,S/D,358,0.9
2026/01/01,11:00,S/D,S/D,S/D,166,3.2
2026/01/01,12:00,S/D,S/D,S/D,166,4.4
2026/01/01,13:00,S/D,S/D,S/D,155,4.5
2026/01/01,14:00,S/D,S/D,S/D,160,8.3
2026/01/01,15:00,S/D,S/D,S/D,124,2.2
2026/01/01,16:00,S/D,S/D,S/D,57,0.7
2026/01/01,17:00,S/D,S/D,S/D,342,3.4
2026/01/01,18:00,S/D,S/D,S/D,346,4.0
2026/01/01,19:00,S/D,S/D,S/D,316,1.6
2026/01/01,20:00,S/D,S/D,S/D,132,0.8
2026/01/01,21:00,S/D,S/D,S/D,310,0.8
2026/01/01,22:00,S/D,S/D,S/D,229,1.4
2026/01/01,23:00,S/D,S/D,S/D,238,0.9
2026/01/02,00:00,S/D,S/D,S/D,339,0.2
2026/01/02,01:00,S/D,S/D,S/D,202,0.4
2026/01/02,02:00,S/D,S/D,S/D,357,0.7
2026/01/02,03:00,S/D,S/D,S/D,280,0.1
2026/01/02,04:00,S/D,S/D,S/D,169,0.7
2026/01/02,05:00,S/D,S/D,S/D,70,0.0
2026/01/02,06:00,S/D,S/D,S/D,8,0.1
2026/01/02,07:00,S/D,S/D,S/D,339,2.4
2026/01/02,08:00,S/D,S/D,S/D,321,0.6
2026/01/02,09:00,S/D,S/D,S/D,256,1.4
2026/01/02,10:00,S/D,S/D,S/D,32,0.8
2026/01/02,11:00,S/D,S/D,S/D,76,0.4
2026/01/02,12:00,S/D,S/D,S/D,151,4.3
2026/01/02,13:00,S/D,S/D,S/D,137,4.2
2026/01/02,14:00,S/D,S/D,S/D,136,3.4
2026/01/02,15:00,S/D,S/D,S/D,149,3.7
2026/01/02,16:00,S/D,S/D,S/D,146,2.7
2026/01/02,17:00,S/D,S/D,S/D,140,2.1
2026/01/02,18:00,S/D,S/D,S/D,329,0.0
2026/01/02,19:00,S/D,S/D,S/D,36,0.0
2026/01/02,20:00,S/D,S/D,S/D,9,0.5
2026/01/02,21:00,S/D,S/D,S/D,39,1.0
2026/01/02,22:00,S/D,S/D,S/D,354,0.0
2026/01/02,23:00,S/D,S/D,S/D,325,3.0
2026/01/03,00:00,S/D,S/D,S/D,153,0.0
2026/01/03,01:00,S/D,S/D,S/D,312,0.0
2026/01/03,02:00,S/D,S/D,S/D,1,2.1
2026/01/03,03:00,S/D,S/D,S/D,54,0.8
2026/01/03,04:00,S/D,S/D,S/D,58,3.8
2026/01/03,05:00,S/D,S/D,S/D,132,1.8
2026/01/03,06:00,S/D,S/D,S/D,33,2.5
2026/01/03,07:00,S/D,S/D,S/D,2,2.4
2026/01/03,08:00,S/D,S/D,S/D,303,1.5
2026/01/03,09:00,S/D,S/D,S/D,188,4.2
2026/01/03,10:00,S/D,S/D,S/D,318,1.8
2026/01/03,11:00,S/D,S/D,S/D,326,3.8
2026/01/03,12:00,S/D,S/D,S/D,347,3.2
2026/01/03,13:00,S/D,S/D,S/D,75,1.9
2026/01/03,14:00,S/D,S/D,S/D,27,2.8
2026/01/03,15:00,S/D,S/D,S/D,14,2.1
2026/01/03,16:00,S/D,S/D,S/D,14,1.2
2026/01/03,17:00,S/D,S/D,S/D,7,1.3
2026/01/03,18:00,S/D,S/D,S/D,6,0.3
2026/01/03,19:00,S/D,S/D,S/D,354,1.2
2026/01/03,20:00,S/D,S/D,S/D,343,1.2
2026/01/03,21:00,S/D,S/D,S/D,354,1.6
2026/01/03,22:00,S/D,S/D,S/D,351,1.1
2026/01/03,23:00,S/D,S/D,S/D,315,0.1
2026/01/04,00:00,S/D,S/D,S/D,53,1.0
2026/01/04,01:00,S/D,S/D,S/D,349,1.0
2026/01/04,02:00,S/D,S/D,S/D,105,0.2
2026/01/04,03:00,S/D,S/D,S/D,69,0.2
2026/01/04,04:00,S/D,S/D,S/D,88,0.1
2026/01/04,05:00,S/D,S/D,S/D,71,0.1
2026/01/04,06:00,S/D,S/D,S/D,352,2.2
2026/01/04,07:00,S/D,S/D,S/D,349,2.6
2026/01/04,08:00,S/D,S/D,S/D,291,1.3
2026/01/04,09:00,S/D,S/D,S/D,267,0.1
2026/01/04,10:00,S/D,S/D,S/D,283,2.4
2026/01/04,11:00,S/D,S/D,S/D,279,3.1
2026/01/04,12:00,S/D,S/D,S/D,198,0.5
2026/01/04,13:00,S/D,S/D,S/D,147,2.1
2026/01/04,14:00,S/D,S/D,S/D,324,2.9
2026/01/04,15:00,S/D,S/D,S/D,115,4.7
2026/01/04,16:00,S/D,S/D,S/D,350,2.8
2026/01/04,17:00,S/D,S/D,S/D,120,0.4
2026/01/04,18:00,S/D,S/D,S/D,184,2.7
2026/01/04,19:00,S/D,S/D,S/D,142,1.9
2026/01/04,20:00,S/D,S/D,S/D,102,0.3
2026/01/04,21:00,S/D,S/D,S/D,96,0.4
2026/01/04,22:00,S/D,S/D,S/D,93,0.0
2026/01/04,23:00,S/D,S/D,S/D,93,0.2
2026/01/05,00:00,S/D,S/D,S/D,15,1.0
2026/01/05,01:00,S/D,S/D,S/D,72,0.5
2026/01/05,02:00,S/D,S/D,S/D,313,1.1
2026/01/05,03:00,S/D,S/D,S/D,301,0.4
2026/01/05,04:00,S/D,S/D,S/D,337,0.7
2026/01/05,05:00,S/D,S/D,S/D,342,0.0
2026/01/05,06:00,S/D,S/D,S/D,26,0.0
2026/01/05,07:00,S/D,S/D,S/D,320,0.0
2026/01/05,08:00,S/D,S/D,S/D,164,2.7
2026/01/05,09:00,S/D,S/D,S/D,291,1.1
2026/01/05,10:00,S/D,S/D,S/D,132,0.4
2026/01/05,11:00,S/D,S/D,S/D,67,0.7
2026/01/05,12:00,S/D,S/D,S/D,155,1.8
2026/01/05,13:00,S/D,S/D,S/D,61,1.4
2026/01/05,14:00,S/D,S/D,S/D,154,4.5
2026/01/05,15:00,S/D,S/D,S/D,246,5.5
2026/01/05,16:00,S/D,S/D,S/D,202,3.4
2026/01/05,17:00,S/D,S/D,S/D,244,1.8
2026/01/05,18:00,S/D,S/D,S/D,308,1.7
2026/01/05,19:00,S/D,S/D,S/D,356,2.8
2026/01/05,20:00,S/D,S/D,S/D,348,1.4
2026/01/05,21:00,S/D,S/D,S/D,323,1.4
2026/01/05,22:00,S/D,S/D,S/D,337,1.3
2026/01/05,23:00,S/D,S/D,S/D,281,1.5
2026/01/06,00:00,S/D,S/D,S/D,276,1.7
2026/01/06,01:00,S/D,S/D,S/D,284,0.4
2026/01/06,02:00,S/D,S/D,S/D,285,0.5
2026/01/06,03:00,S/D,S/D,S/D,179,0.3
2026/01/06,04:00,S/D,S/D,S/D,168,0.4
2026/01/06,05:00,S/D,S/D,S/D,136,2.1
2026/01/06,06:00,S/D,S/D,S/D,197,1.1
2026/01/06,07:00,S/D,S/D,S/D,262,0.9
2026/01/06,08:00,S/D,S/D,S/D,317,2.0
2026/01/06,09:00,S/D,S/D,S/D,283,1.1
2026/01/06,10:00,S/D,S/D,S/D,327,3.1
2026/01/06,11:00,S/D,S/D,S/D,286,3.5
2026/01/06,12:00,S/D,S/D,S/D,302,3.8
2026/01/06,13:00,S/D,S/D,S/D,331,5.5
2026/01/06,14:00,S/D,S/D,S/D,319,1.6
2026/01/06,15:00,S/D,S/D,S/D,241,0.9
2026/01/06,16:00,S/D,S/D,S/D,298,4.6
2026/01/06,17:00,S/D,S/D,S/D,321,3.3
2026/01/06,18:00,S/D,S/D,S/D,353,1.4
2026/01/06,19:00,S/D,S/D,S/D,36,0.3
2026/01/06,20:00,S/D,S/D,S/D,4,1.2
2026/01/06,21:00,S/D,S/D,S/D,11,1.6
2026/01/06,23:00,S/D,S/D,S/D,15,1.3
2026/01/07,00:00,S/D,S/D,S/D,1,2.5
2026/01/07,01:00,S/D,S/D,S/D,9,2.2
2026/01/07,02:00,S/D,S/D,S/D,357,2.9
2026/01/07,03:00,S/D,S/D,S/D,4,2.0
2026/01/07,04:00,S/D,S/D,S/D,22,1.2
2026/01/07,05:00,S/D,S/D,S/D,349,1.7
2026/01/07,06:00,S/D,S/D,S/D,2,2.1
2026/01/07,07:00,S/D,S/D,S/D,12,3.0
2026/01/07,08:00,S/D,S/D,S/D,18,3.3
2026/01/07,09:00,S/D,S/D,S/D,4,2.3
2026/01/07,10:00,S/D,S/D,S/D,352,2.2
2026/01/07,11:00,S/D,S/D,S/D,354,2.8
2026/01/07,12:00,S/D,S/D,S/D,184,4.3
2026/01/07,13:00,S/D,S/D,S/D,266,2.9
2026/01/07,14:00,S/D,S/D,S/D,273,3.3
2026/01/07,15:00,S/D,S/D,S/D,57,2.5
2026/01/07,16:00,S/D,S/D,S/D,151,3.6
2026/01/07,17:00,S/D,S/D,S/D,133,2.4
2026/01/07,18:00,S/D,S/D,S/D,137,0.8
2026/01/07,19:00,S/D,S/D,S/D,72,0.1
2026/01/07,20:00,S/D,S/D,S/D,279,0.2
2026/01/07,21:00,S/D,S/D,S/D,94,0.2
2026/01/07,22:00,S/D,S/D,S/D,32,0.2
2026/01/07,23:00,S/D,S/D,S/D,9,0.3
