Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PEBAS
Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,PEBAS
Latitud :,3°19'4.48'',Longitud :,71°51'34.63'',Altitud :,101 msnm.
Tipo :,EAMA - Meteorológica,Código :,47288486
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/06/01,00:00,S/D,0.0,56,34,0.0
2023/06/01,01:00,S/D,0.0,56,17,0.3
2023/06/01,02:00,S/D,0.3,55,344,1.1
2023/06/01,03:00,S/D,0.9,54,116,1.5
2023/06/01,04:00,S/D,0.9,54,100,1.0
2023/06/01,05:00,S/D,2.1,53,92,0.8
2023/06/01,06:00,S/D,0.0,51,107,0.8
2023/06/01,07:00,S/D,0.0,53,125,2.2
2023/06/01,08:00,S/D,0.3,62,151,2.8
2023/06/01,09:00,S/D,0.0,38,145,3.8
2023/06/01,10:00,S/D,0.0,34,135,3.9
2023/06/01,11:00,S/D,0.0,33,175,5.1
2023/06/01,12:00,S/D,0.0,33,171,3.6
2023/06/01,13:00,S/D,0.0,32,170,4.7
2023/06/01,14:00,S/D,0.0,34,193,5.2
2023/06/01,15:00,S/D,12.6,62,238,1.3
2023/06/01,16:00,S/D,0.0,38,197,0.9
2023/06/01,17:00,S/D,0.0,39,219,1.7
2023/06/01,18:00,S/D,0.0,65,290,0.5
2023/06/01,19:00,S/D,0.0,63,8,0.3
2023/06/01,20:00,S/D,0.6,65,116,4.0
2023/06/01,21:00,S/D,9.3,60,63,0.4
2023/06/01,22:00,S/D,7.8,59,39,1.2
2023/06/01,23:00,S/D,2.7,58,262,0.7
2023/06/02,00:00,S/D,0.0,57,302,0.8
2023/06/02,01:00,S/D,0.0,57,39,0.5
2023/06/02,02:00,S/D,0.3,56,134,0.0
2023/06/02,03:00,S/D,0.0,56,21,1.0
2023/06/02,04:00,S/D,0.0,56,34,0.6
2023/06/02,05:00,S/D,0.3,56,58,0.0
2023/06/02,06:00,S/D,0.0,56,152,3.0
2023/06/02,07:00,S/D,0.0,57,141,2.2
2023/06/02,08:00,S/D,0.0,64,151,1.2
2023/06/02,09:00,S/D,0.0,72,175,2.3
2023/06/02,10:00,S/D,0.0,65,152,2.5
2023/06/02,11:00,S/D,0.0,63,141,2.7
2023/06/02,12:00,S/D,0.0,59,218,1.4
2023/06/02,13:00,S/D,0.0,67,181,2.7
2023/06/02,14:00,S/D,7.5,70,164,1.7
2023/06/02,15:00,S/D,0.0,59,22,2.1
2023/06/02,16:00,S/D,0.0,53,3,1.4
2023/06/02,17:00,S/D,0.0,62,353,1.7
2023/06/02,18:00,S/D,0.0,52,335,1.5
2023/06/02,19:00,S/D,0.0,72,7,1.4
2023/06/02,20:00,S/D,0.0,53,273,1.6
2023/06/02,21:00,S/D,0.0,72,296,1.8
2023/06/02,22:00,S/D,0.3,72,227,1.3
2023/06/02,23:00,S/D,2.1,67,257,1.6
2023/06/03,00:00,S/D,0.3,66,12,0.1
2023/06/03,01:00,S/D,0.0,64,356,1.2
2023/06/03,02:00,S/D,0.0,63,271,0.4
2023/06/03,03:00,S/D,0.0,62,266,0.4
2023/06/03,04:00,S/D,0.0,62,25,0.0
2023/06/03,05:00,S/D,0.0,62,351,0.6
2023/06/03,06:00,S/D,0.0,61,283,1.1
2023/06/03,07:00,S/D,0.0,60,289,0.8
2023/06/03,08:00,S/D,0.0,50,294,2.1
2023/06/03,09:00,S/D,0.0,50,231,3.0
2023/06/03,10:00,S/D,0.0,46,225,2.7
2023/06/03,11:00,S/D,0.0,45,193,1.2
2023/06/03,12:00,S/D,0.0,48,180,2.0
2023/06/03,13:00,S/D,0.0,53,157,3.0
2023/06/03,14:00,S/D,0.0,52,141,2.5
2023/06/03,15:00,S/D,0.0,52,158,3.1
2023/06/03,16:00,S/D,0.0,49,154,3.6
2023/06/03,17:00,S/D,0.0,47,187,2.2
2023/06/03,18:00,S/D,0.0,41,322,0.9
2023/06/03,19:00,S/D,0.0,50,28,0.1
2023/06/03,20:00,S/D,0.0,74,359,0.8
2023/06/03,21:00,S/D,0.0,73,148,0.3
