Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUCALLPA
Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
Latitud :,8°24'47.62'',Longitud :,74°34'18.67'',Altitud :,162 msnm.
Tipo :,CP - Meteorológica,Código :,108021
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-11-01,34.8,24.2,68.2,0.0
2024-11-02,33.2,S/D,S/D,63.3
2024-11-03,30.4,23.2,81.7,0.0
2024-11-04,33.8,25,72.4,0.0
2024-11-05,34.4,24.6,68.5,0.0
2024-11-06,34.4,25.2,69.2,5.5
2024-11-07,33.6,25,85.5,1.0
2024-11-08,28.2,23.2,S/D,4.1
2024-11-09,25.6,23.6,S/D,19.2
2024-11-10,31.6,22.4,76.1,0.0
2024-11-11,32.6,24.4,74.6,0.0
2024-11-12,31.4,25.2,81.7,17.2
2024-11-13,27,23.2,S/D,0.2
2024-11-14,31,23.8,77.2,0.0
2024-11-15,31,23.6,82.3,0.0
2024-11-16,33.6,22.2,74.1,0.0
2024-11-17,32,24,79.9,0.0
2024-11-18,33.4,23.4,78.8,4.0
2024-11-19,31.6,24.6,79.5,0.0
2024-11-20,31.4,23.2,81.8,8.0
2024-11-21,33,24.4,80.8,2.0
2024-11-22,30,23.2,79.2,0.0
2024-11-23,34.8,24.2,65.8,24.8
2024-11-24,32,23.6,77.6,0.0
2024-11-25,33.6,24,77.7,0.0
2024-11-26,33.4,23.6,74.9,0.0
2024-11-27,32.6,25.2,73.5,0.0
2024-11-28,31.8,24.8,72.4,3.2
2024-11-29,28.6,24.4,79.3,3.3
2024-11-30,31.8,24.2,78.5,0.0
