Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUCALLPA
Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
Latitud :,8°24'47.62'',Longitud :,74°34'18.67'',Altitud :,162 msnm.
Tipo :,CP - Meteorológica,Código :,108021
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-12-01,33.6,24.2,75.9,0.0
2025-12-02,32.4,25.2,81.3,7.0
2025-12-03,31.4,22.8,79.9,1.4
2025-12-04,29.8,23.6,83.4,0.0
2025-12-05,32.4,23.6,80.1,0.8
2025-12-06,30.2,25.2,85.9,0.0
2025-12-07,32.6,23.4,83.0,0.0
2025-12-08,24,S/D,S/D,96.0
2025-12-09,28.8,21.4,84.5,11.9
2025-12-10,29.8,22.8,91.7,0.6
2025-12-11,30,24.2,S/D,13.0
2025-12-12,32,24,S/D,6.8
2025-12-13,32.6,23.8,77.5,0.0
2025-12-14,32.8,24.6,83.5,0.0
2025-12-15,33.4,23,76.2,0.0
2025-12-16,32.4,25,77.1,0.9
2025-12-17,28.4,S/D,90.9,22.8
2025-12-18,29,21,74.6,0.0
2025-12-19,31.2,22.4,80.5,0.0
2025-12-20,31.8,22,77.9,0.0
2025-12-21,32.4,24.6,74.7,0.0
2025-12-22,33.6,24,70.4,0.0
2025-12-23,34.4,24.4,68.3,0.0
2025-12-24,33.4,24.8,76.0,0.0
2025-12-25,30.2,25.2,90.5,14.1
2025-12-26,32.4,24,78.1,4.0
2025-12-27,30.2,S/D,S/D,33.0
2025-12-28,28.4,22.4,93.2,4.0
2025-12-29,32.4,22.2,84.3,0.0
2025-12-30,32.2,24.2,76.4,0.0
2025-12-31,S/D,24.4,S/D,0.0
