Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUCALLPA
Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
Latitud :,8°24'47.62'',Longitud :,74°34'18.67'',Altitud :,162 msnm.
Tipo :,CP - Meteorológica,Código :,108021
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-02-01,31.8,23.4,93.1,0.0
2022-02-02,S/D,22,S/D,0.0
2022-02-03,30,23.4,83.4,0.0
2022-02-04,32.4,22.8,89.9,0.0
2022-02-05,33.4,22,92.5,0.0
2022-02-06,S/D,23.2,S/D,45.0
2022-02-07,30,25,86.7,6.5
2022-02-08,30.4,22.8,88.1,0.0
2022-02-09,33.2,24,85.5,20.0
2022-02-10,30.2,23.2,89.5,6.0
2022-02-11,32.2,22.2,89.8,0.0
2022-02-12,31.4,23.6,92.5,14.0
2022-02-13,30,21.4,90.3,20.0
2022-02-14,31.6,23,91.7,0.0
2022-02-15,S/D,23.8,S/D,44.0
2022-02-16,30.2,23.2,86.8,0.0
2022-02-17,31.8,21.4,83.2,0.0
2022-02-18,33,24,83.7,0.0
2022-02-19,33.2,23.2,84.2,40.2
2022-02-20,25,22,94.0,12.0
2022-02-21,26.8,21.8,96.2,0.0
2022-02-22,27.4,21.8,S/D,0.5
2022-02-23,29.8,20.2,86.0,0.0
2022-02-24,32.2,23.2,84.3,0.0
2022-02-25,31.4,22.2,82.9,41.5
2022-02-26,S/D,23.4,S/D,76.8
2022-02-27,32,22.2,87.6,0.0
2022-02-28,32.6,23,S/D,0.0
